Datetime,price
2021-01-20 12:00,1.21208
2021-01-20 12:30,1.21213
2021-01-20 13:00,1.2117
2021-01-20 13:30,1.21122
2021-01-20 14:00,1.211
2021-01-20 14:30,1.20984
2021-01-20 15:00,1.21088
2021-01-20 15:30,1.21073
2021-01-20 16:00,1.20992
2021-01-20 16:30,1.20806
2021-01-20 17:00,1.21025
2021-01-20 17:30,1.21052
2021-01-20 18:00,1.20999
2021-01-20 18:30,1.21104
2021-01-20 19:00,1.21068
2021-01-20 19:30,1.21067
2021-01-20 20:00,1.21068
2021-01-20 20:30,1.21094
2021-01-20 21:00,1.21053
2021-01-20 21:30,1.21072
2021-01-20 22:00,1.21029
2021-01-20 22:30,1.21072
2021-01-20 23:00,1.21068
2021-01-20 23:30,1.21046
2021-01-21 0:00,1.21052
2021-01-21 0:30,1.21091
2021-01-21 1:00,1.21155
2021-01-21 1:30,1.21145
2021-01-21 2:00,1.21114
2021-01-21 2:30,1.21174
2021-01-21 3:00,1.21264
2021-01-21 3:30,1.21237
2021-01-21 4:00,1.21245
2021-01-21 4:30,1.21254
2021-01-21 5:00,1.21317
2021-01-21 5:30,1.21297
2021-01-21 6:00,1.21306
2021-01-21 6:30,1.21293
2021-01-21 7:00,1.21329
2021-01-21 7:30,1.21346
2021-01-21 8:00,1.21343
2021-01-21 8:30,1.21311
2021-01-21 9:00,1.21276
2021-01-21 9:30,1.21198
2021-01-21 10:00,1.21194
2021-01-21 10:30,1.21317
2021-01-21 11:00,1.21408
2021-01-21 11:30,1.21423
2021-01-21 12:00,1.21414
2021-01-21 12:30,1.21391
2021-01-21 13:00,1.21374
2021-01-21 13:30,1.21432
2021-01-21 14:00,1.21486
2021-01-21 14:30,1.21432
2021-01-21 15:00,1.21618
2021-01-21 15:30,1.21517
2021-01-21 16:00,1.21456
2021-01-21 16:30,1.21498
2021-01-21 17:00,1.21694
2021-01-21 17:30,1.21514
2021-01-21 18:00,1.21455
2021-01-21 18:30,1.21426
2021-01-21 19:00,1.2141
2021-01-21 19:30,1.21486
2021-01-21 20:00,1.21252
2021-01-21 20:30,1.21552
2021-01-21 21:00,1.21579
2021-01-21 21:30,1.216
2021-01-21 22:00,1.21648
2021-01-21 22:30,1.21686
2021-01-21 23:00,1.21655
2021-01-21 23:30,1.2164
2021-01-22 0:00,1.2165
2021-01-22 0:30,1.21672
2021-01-22 1:00,1.21678
2021-01-22 1:30,1.21654
2021-01-22 2:00,1.21709
2021-01-22 2:30,1.2169
2021-01-22 3:00,1.21662
2021-01-22 3:30,1.2173
2021-01-22 4:00,1.21724
2021-01-22 4:30,1.2174
2021-01-22 5:00,1.21719
2021-01-22 5:30,1.21736
2021-01-22 6:00,1.21737
2021-01-22 6:30,1.21733
2021-01-22 7:00,1.21739
2021-01-22 7:30,1.21721
2021-01-22 8:00,1.21666
2021-01-22 8:30,1.21655
2021-01-22 9:00,1.21563
2021-01-22 9:30,1.21566
2021-01-22 10:00,1.21566
2021-01-22 10:30,1.21796
2021-01-22 11:00,1.21724
2021-01-22 11:30,1.21739
2021-01-22 12:00,1.21769
2021-01-22 12:30,1.2168
2021-01-22 13:00,1.21807
2021-01-22 13:30,1.21764
2021-01-22 14:00,1.21684
2021-01-22 14:30,1.21639
2021-01-22 15:00,1.21625
2021-01-22 15:30,1.21654
2021-01-22 16:00,1.21601
2021-01-22 16:30,1.2174
2021-01-22 17:00,1.21784
2021-01-22 17:30,1.21723
2021-01-22 18:00,1.21742
2021-01-22 18:30,1.21775
2021-01-22 19:00,1.21705
2021-01-22 19:30,1.21674
2021-01-22 20:00,1.21697
2021-01-22 20:30,1.21692
2021-01-22 21:00,1.21726
2021-01-22 21:30,1.21664
2021-01-22 22:00,1.21686
2021-01-22 22:30,1.21682
2021-01-22 23:00,1.21696
2021-01-22 23:30,1.21704
2021-01-25 0:00,1.21681
2021-01-25 0:30,1.21665
2021-01-25 1:00,1.2165
2021-01-25 1:30,1.21668
2021-01-25 2:00,1.21713
2021-01-25 2:30,1.21678
2021-01-25 3:00,1.21638
2021-01-25 3:30,1.21642
2021-01-25 4:00,1.21681
2021-01-25 4:30,1.21702
2021-01-25 5:00,1.21772
2021-01-25 5:30,1.21749
2021-01-25 6:00,1.21786
2021-01-25 6:30,1.21761
2021-01-25 7:00,1.21788
2021-01-25 7:30,1.21807
2021-01-25 8:00,1.21797
2021-01-25 8:30,1.2177
2021-01-25 9:00,1.21761
2021-01-25 9:30,1.21797
2021-01-25 10:00,1.21768
2021-01-25 10:30,1.21732
2021-01-25 11:00,1.21559
2021-01-25 11:30,1.21477
2021-01-25 12:00,1.21499
2021-01-25 12:30,1.21573
2021-01-25 13:00,1.21584
2021-01-25 13:30,1.21569
2021-01-25 14:00,1.21536
2021-01-25 14:30,1.21534
2021-01-25 15:00,1.21511
2021-01-25 15:30,1.21471
2021-01-25 16:00,1.2144
2021-01-25 16:30,1.21209
2021-01-25 17:00,1.21207
2021-01-25 17:30,1.21302
2021-01-25 18:00,1.21312
2021-01-25 18:30,1.21367
2021-01-25 19:00,1.21407
2021-01-25 19:30,1.21446
2021-01-25 20:00,1.21438
2021-01-25 20:30,1.21429
2021-01-25 21:00,1.21375
2021-01-25 21:30,1.21387
2021-01-25 22:00,1.21369
2021-01-25 22:30,1.21413
2021-01-25 23:00,1.21398
2021-01-25 23:30,1.21413
2021-01-26 0:00,1.21405
2021-01-26 0:30,1.21419
2021-01-26 1:00,1.2143
2021-01-26 1:30,1.21426
2021-01-26 2:00,1.21374
2021-01-26 2:30,1.21341
2021-01-26 3:00,1.21339
2021-01-26 3:30,1.21454
2021-01-26 4:00,1.21433
2021-01-26 4:30,1.21423
2021-01-26 5:00,1.21426
2021-01-26 5:30,1.21395
2021-01-26 6:00,1.21371
2021-01-26 6:30,1.21302
2021-01-26 7:00,1.21295
2021-01-26 7:30,1.2131
2021-01-26 8:00,1.21297
2021-01-26 8:30,1.2127
2021-01-26 9:00,1.21246
2021-01-26 9:30,1.21112
2021-01-26 10:00,1.21259
2021-01-26 10:30,1.21382
2021-01-26 11:00,1.21284
2021-01-26 11:30,1.21289
2021-01-26 12:00,1.21337
2021-01-26 12:30,1.2127
2021-01-26 13:00,1.2141
2021-01-26 13:30,1.21376
